2018-19 Low Income Schools Percent Low Income,,,,
Private and Nonpublic Schools,,,,
,,,,
AUN,School Name,County Name,School District,Percent
300463280,Lakeside School,Montgomery,Hatboro-Horsham SD,63.7
201631505,Lakeview Christian Academy,Washington,Canon-McMillan SD,0
216551063,Lakeview School,Snyder,Selinsgrove Area SD,0
300063150,Lakin Early Education Center,Berks,Wyomissing Area SD,0
213368002,Lancaster Catholic High School,Lancaster,Manheim Township SD,16.8
213363552,Lancaster Country Day School,Lancaster,Manheim Township SD,8.2
213367952,Lancaster County Christian School - Leola Campus,Lancaster,Conestoga Valley SD,13.1
313362960,Lancaster Family YMCA,Lancaster,Lancaster SD,0
215222433,Lancaster Mennonite School - Hershey Campus,Dauphin,Derry Township SD,13.4
213363502,Lancaster Mennonite School Kraybill Campus,Lancaster,Donegal SD,14.1
213363632,Lancaster Mennonite School Lancaster Campus,Lancaster,Conestoga Valley SD,23.5
213363852,Lancaster Mennonite School Locust Grove Campus,Lancaster,Conestoga Valley SD,19.3
213364502,Lancaster Mennonite School New Danville Campus,Lancaster,Penn Manor SD,54.9
224150008,Landenberg Christian Academy,Chester,Avon Grove SD,0
213363572,Landis Hill Parochial School,Lancaster,Eastern Lancaster County SD,0
201306542,Landmark Baptist Academy,Greene,Central Greene SD,0
300462550,Lane Good Council Montessori School,Montgomery,Lower Merion SD,0
300233580,Lane Good Council Montessori School,Delaware,Radnor Township SD,0
223462502,Lansdale Catholic High School,Montgomery,North Penn SD,0
225231902,Lansdowne Friends School,Delaware,William Penn SD,1.2
214067402,LaSalle Academy,Berks,Governor Mifflin SD,10.9
226510023,LaSalle Academy,Philadelphia,Philadelphia City SD,82.2
219351671,LaSalle Academy Jessup,Lackawanna,Valley View SD,9.8
223462602,LaSalle College High School,Montgomery,Springfield Township SD,4
300025470,Laughlin Childrens Center,Allegheny,Quaker Valley SD,0
211342303,Laurel Run Amish School,Juniata,Juniata County SD,0
213363642,Leacock Vocational School,Lancaster,Pequea Valley SD,0
205250001,Leadership Christian Academy,Erie,Millcreek Township SD,27.8
216551073,Leaning Oak School,Snyder,Midd-West SD,0
300420750,Learning Center Inc,McKean,Bradford Area SD,0
305200004,Learning Center K-8 School,Crawford,Crawford Central SD,23.9
308058812,Learning Lamp at Everett,Bedford,Everett Area SD,0
213383503,Lebanon Catholic School,Lebanon,Lebanon SD,9.4
213381653,Lebanon Christian Academy,Lebanon,Lebanon SD,12.8
214063402,Lebanon Valley Christian Sch,Berks,Conrad Weiser Area SD,0
203020018,Legacy Christian Academy,Allegheny,Mt Lebanon SD,0
226511242,Legacy Christian Academy,Philadelphia,Philadelphia City SD,100
321390022,Lehigh Childrens Academy,Lehigh,East Penn SD,73.3
221393492,Lehigh Christian Academy,Lehigh,Salisbury Township SD,24.5
320480033,Lehigh Learning Academy,Northampton,Nazareth Area SD,0
221393512,Lehigh Valley Christian HS,Northampton,Bethlehem Area SD,4.6
221393702,Lehigh Valley SDA School,Lehigh,Whitehall-Coplay SD,18.8
217413537,Leisure Acre School,Lycoming,Montgomery Area SD,0
300394390,Lifespan Day Care Center,Lehigh,Parkland SD,25
300091455,Lifespan School,Bucks,Quakertown Community SD,11.1
300103000,Lifesteps Inc,Butler,Butler Area SD,0
327040007,Lifesteps Inc.,Beaver,Beaver Area SD,0
214063702,Lighthouse Christian Academy,Berks,Fleetwood Area SD,0
215221094,Lighthouse Christian Academy,Dauphin,Harrisburg City SD,0
208073476,Lighthouse Christian School,Blair,Altoona Area SD,0
306275058,Lighthouse Island Academy,Forest,Forest Area SD,45.5
204373604,Ligo School,Lawrence,Wilmington Area SD,0
307650030,Ligonier Valley Learning Center,Westmoreland,Greater Latrobe SD,0
307650029,Ligonier Valley Learning Center,Westmoreland,Ligonier Valley SD,0
326510730,Liguori Academy,Philadelphia,Philadelphia City SD,100
213360012,Lime Quarry School,Lancaster,Pequea Valley SD,0
213363672,Lime Rock School,Lancaster,Pequea Valley SD,0
216470002,Limestone Mennonite Parochial School,Montour,Warrior Run SD,0
210187103,Limestone Ridge School,Clinton,Keystone Central SD,0
216603153,Limestone Valley Parochial Sch,Union,Mifflinburg Area SD,0
213363682,Limeville School,Lancaster,Pequea Valley SD,0
213363828,Lincoln Garden School,Lancaster,Ephrata Area SD,0
213363692,Lincoln Independent School,Lancaster,Ephrata Area SD,0
213363702,Linden Grove School,Lancaster,Eastern Lancaster County SD,0
213363752,Linden Hall,Lancaster,Warwick SD,0
213360049,Linestown Amish School,Lancaster,Penn Manor SD,0
213364051,Linville Hill Christian High School,Lancaster,Pequea Valley SD,12.4
213363782,Linville Hill Christian School,Lancaster,Pequea Valley SD,0
213363792,Lititz Area Mennonite School,Lancaster,Warwick SD,8.7
213363812,Lititz Christian School,Lancaster,Warwick SD,2.3
205624004,Little Ash Parochial School,Warren,Warren County SD,0
204375404,Little Beaver Parochial School,Lawrence,Mohawk Area SD,0
213363802,Little Britian Mennonite Sch,Lancaster,Solanco SD,0
226512952,Little Flower Catholic School,Philadelphia,Philadelphia City SD,40.5
226512962,Little Footsteps Islam Ins Lfs,Philadelphia,Philadelphia City SD,100
308050001,Little Learning Lamp,Bedford,Bedford Area SD,0
308110005,Little Learning Lamp,Cambria,Richland SD,0
308560008,Little Learning Lamp,Somerset,Rockwood Area SD,0
308110004,Little Learning Lamp,Cambria,Westmont Hilltop SD,0
308560003,Little Learning Lamp at Somerset,Somerset,Somerset Area SD,0
210140004,Little Nittany Amish Parochial School,Centre,Bellefonte Area SD,0
212283603,Living Word Academy,Franklin,Waynesboro Area SD,0
300239650,Llanerch Presbyterian Preschool,Delaware,Haverford Township SD,0
210183503,Lock Haven Catholic School,Clinton,Keystone Central SD,18.1
210181889,Locust Grove Amish School,Clinton,Keystone Central SD,0
211440895,Locust Hill,Mifflin,Mifflin County SD,0
213360033,Locust Ridge Amish School,Lancaster,Lampeter-Strasburg SD,0
210180000,Locust Ridge School,Clinton,Keystone Central SD,0
205203504,Log Cabin School,Crawford,Corry Area SD,0
226510004,Logan Hope School,Philadelphia,Philadelphia City SD,70.2
300673480,Logos Academy,York,York City SD,63.1
224153602,London Grove Friends Kdg,Chester,Unionville-Chadds Ford SD,0
300225870,Londonderry School,Dauphin,Susquehanna Township SD,0
206332504,Lone Maple School,Jefferson,Punxsutawney Area SD,0
208050001,Lone Oak Mennonite School,Bedford,Northern Bedford County SD,0
208075592,Lone Pine School,Blair,Tyrone Area SD,0
304100015,Longmore Academy,Butler,Mars Area SD,77.3
213363862,Loop Road Amish School,Lancaster,Solanco SD,0
226512992,Lotus Academy,Philadelphia,Philadelphia City SD,12.4
222098262,Lotus School of the Liberal Arts,Bucks,Palisades SD,0
212281469,Lurgan View,Franklin,Chambersburg Area SD,0
204373664,Lusk School,Lawrence,Wilmington Area SD,0
300253780,Luther Memorial Academy,Erie,Erie City SD,0
219350002,Lutheran Academy,Lackawanna,Scranton SD,69.6
213363902,Lynwood School,Lancaster,Conestoga Valley SD,0
210180010,Mackeyville School,Clinton,Keystone Central SD,0
201638005,Madonna Catholic Reg Sch - Mon,Washington,Ringgold SD,28.4
215223413,Mahantango Mountain Amish School,Dauphin,Upper Dauphin Area SD,0
321130003,Mahoning Valley Academy,Carbon,Lehighton Area SD,67.9
223464022,Main Line Reform Temple,Montgomery,Lower Merion SD,0
224154002,Malvern Preparatory School,Chester,Great Valley SD,0
300152190,Malvern School,Chester,Great Valley SD,0
323460034,Malvern School,Montgomery,Norristown Area SD,0
221390002,Manarah Islamic Academy,Lehigh,Whitehall-Coplay SD,0
215504203,Manassa School,Perry,West Perry SD,0
213363952,Manheim Christian Day School,Lancaster,Manheim Central SD,8.4
300594100,Mansfield Area Nursery School,Tioga,Southern Tioga SD,0
212283803,Maple Grove Amish School,Franklin,Fannett-Metal SD,0
224154152,Maple Grove Amish School,Chester,Octorara Area SD,0
206333154,Maple Grove Amish School,Jefferson,Punxsutawney Area SD,0
206610006,Maple Grove Amish School,Crawford,Titusville Area SD,0
213360045,Maple Hillside Amish School,Lancaster,Solanco SD,0
210140295,Maple Hollow Amish School,Centre,Penns Valley Area SD,0
228320000,Maple Knob,Indiana,Armstrong SD,0
228036673,Maple Leaf Amish School,Armstrong,Armstrong SD,0
205206183,Maple Meadow School,Crawford,Corry Area SD,0
208565464,Maple Ridge Parochial School,Somerset,Meyersdale Area SD,0
206161128,Maple Ridge School,Clarion,North Clarion County SD,0
208563384,Maple Ridge School,Somerset,Somerset Area SD,0
216492903,Maranatha Christian School,Northumberland,Warrior Run SD,0
300021510,Margaret Shadick Cyert Ctr for Early Ed & Prog,Allegheny,Pittsburgh SD,0
229544002,Marian High School,Schuylkill,Tamaqua Area SD,19.3
300464050,Martin Luther School,Montgomery,Colonial SD,74.2
223467176,Martin Saints Classical High School,Montgomery,Springfield Township SD,0
213363992,Martindale Parochial School,Lancaster,Eastern Lancaster County SD,0
223460005,Mary Mother of the Redeemer School,Montgomery,North Penn SD,0.6
203020013,Mary of Nazareth Catholic Elementary School,Allegheny,McKeesport Area SD,66.7
203025485,Mary of Nazareth Catholic School,Allegheny,McKeesport Area SD,40.8
207654405,Mary Queen of Apostles Sch -Freeport Rd,Westmoreland,New Kensington-Arnold SD,37.7
207658355,Mary Queen of Apostles Sch -Greenwald Site,Westmoreland,New Kensington-Arnold SD,29
223469002,Mater Dei Catholic School,Montgomery,North Penn SD,5
226514052,Maternity BVM School,Philadelphia,Philadelphia City SD,17.4
215223573,Matterstown School,Dauphin,Upper Dauphin Area SD,0
213361489,Maxwell School,Lancaster,Eastern Lancaster County SD,0
206167879,McCauley School,Clarion,North Clarion County SD,0
212283903,McClays Mill Amish School,Franklin,Chambersburg Area SD,0
300043000,McGuire Memorial,Beaver,New Brighton Area SD,86.6
215210004,McKinney Amish School,Cumberland,Shippensburg Area SD,0
212280004,Meadow Brook Amish School,Franklin,Fannett-Metal SD,0
210184003,Meadow Brook Parochial School,Clinton,Keystone Central SD,0
213364142,Meadow Creek Parochial School,Lancaster,Eastern Lancaster County SD,0
211314503,Meadow Green Mennonite School,Huntingdon,Southern Huntingdon County SD,0
213364022,Meadow Lane School,Lancaster,Pequea Valley SD,0
204373704,Meadow Lark School,Lawrence,Wilmington Area SD,0
215220013,Meadow Ridge Parochial School,Dauphin,Upper Dauphin Area SD,0
213360013,Meadow Ridge School,Lancaster,Solanco SD,0
215210005,Meadow Run School,Cumberland,Shippensburg Area SD,0
213364032,Meadow Springs Parochial Sch,Lancaster,Pequea Valley SD,0
204430005,Meadow Valley Christian School,Mercer,Reynolds SD,0
206160003,Meadow View Amish School,Clarion,Keystone SD,0
216550819,Meadow View Amish School,Snyder,Midd-West SD,0
211443003,Meadow View Amish School,Mifflin,Mifflin County SD,0
205250008,MEADOW VIEW AMISH SCHOOL,Warren,Warren County SD,0
213380553,Meadow View Framers,Lebanon,Eastern Lebanon County SD,0
213364162,Meadow View Parochial School,Lancaster,Conestoga Valley SD,0
228030005,Meadow View School,Armstrong,Armstrong SD,0
205208751,Meadow View School,Crawford,Corry Area SD,0
206610002,Meadow View School,Venango,Franklin Area SD,0
209530000,Meadow View School,Potter,Northern Potter SD,0
216492913,Meadowbrook Christian School,Northumberland,Milton Area SD,0
208563955,Meadowbrook Parochial School,Somerset,Meyersdale Area SD,0
223469452,Meadowbrook School,Montgomery,Abington SD,3.5
213364062,Meadowbrook School,Lancaster,Pequea Valley SD,0
300460630,Meadowlane Montessori School,Montgomery,Jenkintown SD,0
213365379,Meadows of Hope Christian School,Lancaster,Penn Manor SD,0
216492923,Meadowview Christian Academy,Northumberland,Shamokin Area SD,14.3
213364042,Meadowview School,Lancaster,Pequea Valley SD,0
206166504,Mealy Amish School,Clarion,North Clarion County SD,0
224154512,Media Amish Parochial School,Chester,Oxford Area SD,0
300234600,Media Childrens House,Delaware,Penn-Delco SD,0
225234002,Media Providence Friends Sch,Delaware,Rose Tree Media SD,0
213364122,Meetinghouse Road School,Lancaster,Pequea Valley SD,0
300234800,Melmark Inc,Delaware,Marple Newtown SD,0
205204504,Melody Echoes School,Crawford,Crawford Central SD,0
301630021,Merakey Autism Center,Washington,Bentworth SD,93.8
315210013,Merakey Autism Center,Cumberland,Carlisle Area SD,54.6
315220122,Merakey Autism Center,Dauphin,Central Dauphin SD,100
300519545,Merakey Autism Center-Phila,Philadelphia,Philadelphia City SD,100
307650039,Merakey Education Achievement,Westmoreland,Hempfield Area SD,92.9
308070003,Merakey Education Center,Blair,Altoona Area SD,100
322090083,Merakey Education Center,Bucks,Central Bucks SD,25
312280004,Merakey Education Center,Franklin,Chambersburg Area SD,77.8
307650014,Merakey Education Center,Westmoreland,Hempfield Area SD,97.2
328030004,Merakey Education Center,Armstrong,Leechburg Area SD,100
313364745,Merakey Education Center,Lancaster,Manheim Central SD,100
314060032,Merakey Education Center,Berks,Reading SD,100
319350021,Merakey Education Center,Lackawanna,Scranton SD,93.8
308070009,Merakey Education Center,Blair,Spring Cove SD,59.1
310140017,Merakey Education Center,Centre,State College Area SD,71.8
326510075,Merakey Education Center-Phila,Philadelphia,Philadelphia City SD,93.9
326514352,Merakey Education Center-Phila,Philadelphia,Philadelphia City SD,88.2
212287503,Mercersburg Academy,Franklin,Tuscarora SD,0
226514102,Mercy Career and Technical High School,Philadelphia,Philadelphia City SD,52.6
221394002,Mercy Special Learning Center,Lehigh,Allentown City SD,98.2
205254004,Mercyhurst Preparatory School,Erie,Erie City SD,15.2
223464302,Merion Mercy Academy,Montgomery,Lower Merion SD,6.1
223461534,Mesivta High School of Greater Philadelphia,Montgomery,Lower Merion SD,34.7
223461169,Mesivta Yesodei Yisroel,Montgomery,Cheltenham SD,0
300515921,Methodist Services,Philadelphia,Philadelphia City SD,100
213364132,Middle Creek Parochial School,Lancaster,Warwick SD,0
210140010,Middle Road School,Centre,Penns Valley Area SD,0
215213243,Middle Run Parochial School,Cumberland,Shippensburg Area SD,0
300234860,Middletown Montessori School,Delaware,Rose Tree Media SD,0
211443503,Mifflin County Christian Academy,Mifflin,Mifflin County SD,76.9
323460089,Milagre Kids School,Montgomery,North Penn SD,0
325230051,Milagre Kids School,Delaware,Ridley SD,0
323467305,Milestone Academy,Montgomery,Abington SD,0
300404510,Milford E Barnes Junior School,Luzerne,Wilkes-Barre Area SD,100
213364172,Mill Creek School,Lancaster,Conestoga Valley SD,0
226514112,Mill Creek School,Philadelphia,Philadelphia City SD,0
213360032,Mill Creek Valley Parochial School,Lancaster,Eastern Lancaster County SD,0
213364222,Mill Road School,Lancaster,Eastern Lancaster County SD,0
224154520,Mill Run School,Lancaster,Pequea Valley SD,0
213384053,Millbach Mennonite School,Lebanon,Eastern Lebanon County SD,0
213384003,Millbach Springs School,Lebanon,Eastern Lebanon County SD,0
213384083,Millcreek Parochial School,Lebanon,Eastern Lebanon County SD,0
216603694,Millmont Mennonite School,Union,Mifflinburg Area SD,0
213364202,Millport Mennonite School,Lancaster,Conestoga Valley SD,0
213360540,Millway School,Lancaster,Ephrata Area SD,0
213364282,Millwood School,Lancaster,Pequea Valley SD,0
219359801,Milton Eisner Yeshiva HS,Lackawanna,Scranton SD,48.8
215224123,Milton Hershey School,Dauphin,Derry Township SD,100
213360079,Minnich School,Lancaster,Conestoga Valley SD,0
223464502,Miquon School,Montgomery,Colonial SD,8.5
324150059,Mission for Educating Children with Autism,Chester,Downingtown Area SD,0
210140012,Misty Meadow School,Centre,Penns Valley Area SD,0
213360083,Misty Meadow School,Lancaster,Solanco SD,0
218404201,MMI Preparatory School,Luzerne,Hazleton Area SD,0
301630017,Mon Valley YMCA Preschool,Washington,Ringgold SD,0
225231002,Monsignor Bonner Archbishop Prendergast Catholic High School,Delaware,Upper Darby SD,14.1
220454001,Monsignor McHugh School,Monroe,Pocono Mountain SD,25.4
300286650,Montessori Academy of Chambersburg,Franklin,Chambersburg Area SD,1.5
300364100,Montessori Academy of Lancaster,Lancaster,Manheim Township SD,0
300026470,Montessori Childrens Community,Allegheny,Quaker Valley SD,0
300091390,Montessori Childrens House,Montgomery,Hatboro-Horsham SD,15.4
300155630,Montessori Childrens House of Valley Forge,Chester,Tredyffrin-Easttown SD,0
300673550,Montessori Childrens House of York,York,Central York SD,0
300064150,Montessori Country Day School,Berks,Governor Mifflin SD,2.2
300250760,Montessori in the Woods,Erie,Millcreek Township SD,0
300464850,Montessori School,Montgomery,Upper Dublin SD,0
224154532,Montgomery School,Chester,Downingtown Area SD,0
220484002,Moravian Academy Lower School,Northampton,Bethlehem Area SD,10.6
220483972,Moravian Academy Middle School,Northampton,Bethlehem Area SD,14.4
220483952,Moravian Academy Upper School,Northampton,Bethlehem Area SD,7.1
216603503,Morningstar Mennonite School,Union,Mifflinburg Area SD,0
308118437,Morrell Neighborhood School,Cambria,Greater Johnstown SD,0
213364272,Morris Hill School,Lancaster,Solanco SD,0
226514252,Mother Divine Grace School,Philadelphia,Philadelphia City SD,32.2
225238052,Mother of Providence Regional Catholic School,Delaware,Wallingford-Swarthmore SD,11.3
207654205,Mother of Sorrows School,Westmoreland,Franklin Regional SD,11.4
205252604,Mother Teresa Academy,Erie,Erie City SD,100
223464702,Mother Teresa Regional Catholic School,Montgomery,Upper Merion Area SD,9.9
213364252,Mount Calvary Christian School,Lancaster,Elizabethtown Area SD,0
201264005,Mount Carmel Christian School,Fayette,Connellsville Area SD,17.7
203024285,Mount Lebanon Montessori School,Allegheny,Mt Lebanon SD,4
201264305,Mount Moriah Christian School,Fayette,Albert Gallatin Area SD,0
214064252,Mount Pleasant Amish School,Chester,Twin Valley SD,0
213364232,Mount Pleasant View School,Lancaster,Solanco SD,0
223464802,Mount Saint Joseph Academy,Montgomery,Springfield Township SD,0
213360065,Mount Vernon School,Chester,Octorara Area SD,0
216600001,Mountain Laurel School,Union,Mifflinburg Area SD,0
213360014,Mountain Side School,Lancaster,Pequea Valley SD,0
210180006,Mountain Top School,Clinton,Keystone Central SD,0
212284003,Mountain View Amish School,Franklin,Fannett-Metal SD,0
211340004,Mountain View Amish School,Juniata,Juniata County SD,0
211444003,Mountain View Amish School,Mifflin,Mifflin County SD,0
210144203,Mountain View Amish School,Centre,Penns Valley Area SD,0
206338504,Mountain View Amish School,Jefferson,Punxsutawney Area SD,0
211295002,Mountain View Christian School,Fulton,Central Fulton SD,0
208564005,Mountain View Christian School,Somerset,Salisbury-Elk Lick SD,0
217414201,Mountain View Christian School,Lycoming,South Williamsport Area SD,50
213364262,Mountain View Mennonite School,Lancaster,Eastern Lancaster County SD,0
216603593,Mountain View Parochial School,Union,Mifflinburg Area SD,0
215504253,Mountain View Parochial School,Perry,West Perry SD,0
217410003,Mountain View School,Lycoming,Jersey Shore Area SD,0
212284033,Mowersville Christian Academy,Franklin,Chambersburg Area SD,0
226514262,Mt Airy Christian Day School,Philadelphia,Philadelphia City SD,100
300140400,Mt Nittany UMC Preschool,Centre,State College Area SD,0
212284053,Mt Rock Parochial School,Cumberland,Shippensburg Area SD,0
300026440,Mt Washington Childrens Center,Allegheny,Pittsburgh SD,0
213364332,Muddy Creek Christian School,Lancaster,Eastern Lancaster County SD,0
213364302,Muddy Run Amish School,Lancaster,Pequea Valley SD,0
218404501,Muhlenburg Christian Academy,Luzerne,Northwest Area SD,0
206330002,Munderf Amish School,Jefferson,Brockway Area SD,0
303020075,Mushroom Family Learning Center,Allegheny,Chartiers Valley SD,0
213364342,Mussers Parochial School,Lancaster,Conestoga Valley SD,0
209530001,Musto Hollow Amish School,Potter,Northern Potter SD,0
213364362,Myers School,Lancaster,Conestoga Valley SD,0
213384103,Myerstown Mennonite School,Lebanon,Eastern Lebanon County SD,0
213384503,Nacetown Mennonite School,Lebanon,Eastern Lebanon County SD,0
213364402,Napierville Mennonite School,Lancaster,Cocalico SD,0
213360036,Narvon Run School,Lancaster,Pequea Valley SD,0
229544502,Nativity BVM High School,Schuylkill,Pottsville Area SD,9.8
300395100,Nativity Lutheran Early Childhood Education Center,Lehigh,Allentown City SD,0
219353783,Nativity Miguel School of Scranton,Lackawanna,Scranton SD,100
222094502,Nativity of Our Lord School,Bucks,Centennial SD,6.8
215220001,Nativity School of Harrisburg,Dauphin,Harrisburg City SD,100
226514352,Nazareth Academy Grade School,Philadelphia,Philadelphia City SD,12.7
226514402,Nazareth Academy High School,Philadelphia,Philadelphia City SD,6.5
203027948,Nazareth Prep,Allegheny,Avonworth SD,62.9
302020002,Neighborhood Academy,Allegheny,Pittsburgh SD,60.1
206166954,New Bethlehem Mennonite School,Clarion,Redbank Valley SD,0
228034004,New Bethlehem Wesleyan Methodist School,Clarion,Redbank Valley SD,0
204373914,New Castle Christian Academy,Lawrence,New Castle Area SD,43.4
217596001,New Covenant Academy,Tioga,Southern Tioga SD,0
213384803,New Covenant Christian School,Lebanon,Cornwall-Lebanon SD,25.9
301260006,New Directions,Fayette,Laurel Highlands SD,100
229544702,New England Valley Mennonite,Schuylkill,Tamaqua Area SD,0
213364552,New Haven Mennonite School,Lancaster,Warwick SD,0
213364602,New Holland Early Learning Center,Lancaster,Eastern Lancaster County SD,100
322090041,New Hope Academy,Bucks,Central Bucks SD,0
322090000,New Hope Academy,Bucks,Council Rock SD,0
213360052,New Hope Parochial School,Lancaster,Solanco SD,0
205208096,New Horizon Amish School,Crawford,Penncrest SD,0
226510020,New Life Alternatives Christian Academy,Philadelphia,Philadelphia City SD,100
220523852,New Life Christian Day School,Pike,Delaware Valley SD,17.1
201264655,New Meadow Run Parochial School,Fayette,Uniontown Area SD,0
213364582,New Milltown Amish Paroch Sch,Lancaster,Pequea Valley SD,0
303020003,New Outlook Academy,Allegheny,South Park SD,100
213360053,New Providence School,Lancaster,Solanco SD,0
300364320,New School of Lancaster,Lancaster,Lancaster SD,29.3
213360057,New Texas Amish Parochial School,Lancaster,Solanco SD,0
213364622,Newport School,Lancaster,Pequea Valley SD,0
222094752,Newtown Friends School,Bucks,Neshaminy SD,7
300235350,Newtown Square Presby Nursery School,Delaware,Marple Newtown SD,0
323460026,Nexus School,Montgomery,Abington SD,0
208117550,Nicktown Parochial School,Indiana,Penns Manor Area SD,0
300140300,Nittany Christian School,Centre,State College Area SD,19.6
208566005,Niverton School,Somerset,Salisbury-Elk Lick SD,0
203024335,Noahs Ark Preschool/St Stephen Kindergarten,Allegheny,Quaker Valley SD,0
213364752,Noble Oak School,Lancaster,Solanco SD,0
300462770,Noreen Cook Ctr for ECE of Har Zion Temple,Montgomery,Lower Merion SD,0
213364802,North Jackson Amish School,Lancaster,Lampeter-Strasburg SD,0
213389679,North Lebanon Parochial School,Lebanon,Cornwall-Lebanon SD,0
214064602,North Marion Parochial School,Berks,Conrad Weiser Area SD,0
215224703,North Mountain View Amish,Dauphin,Millersburg Area SD,0
205200000,North Richmond,Crawford,Penncrest SD,0
217084401,North Rome Christian School,Bradford,Northeast Bradford SD,8.3
213364872,North Star School,Lancaster,Conestoga Valley SD,0
213364852,North Star Vocational School,Lancaster,Lampeter-Strasburg SD,0
226515662,Northeast Central Chr Schl,Philadelphia,Philadelphia City SD,100
208114205,Northern Cambria Cath School,Cambria,Northern Cambria SD,31.8
215224733,Northern Dauphin Christian Sch,Dauphin,Millersburg Area SD,0
215225481,Northern Dauphin County Christian School,Dauphin,Millersburg Area SD,0
217592001,Northern Tier Christian School,Tioga,Wellsboro Area SD,0
202026125,Northside Catholic Assumption Academy,Allegheny,Pittsburgh SD,36.5
216493003,Northumberland Christian Sch,Northumberland,Shikellamy SD,18.2
226514502,Norwood Fontbonne Academy,Philadelphia,Philadelphia City SD,1.9
225234602,Notre Dame Delourdes School,Delaware,Ridley SD,11.6
220457001,Notre Dame Elementary School,Monroe,East Stroudsburg Area SD,13.1
220484502,Notre Dame High School,Northampton,Bethlehem Area SD,7.7
220454501,Notre Dame High School,Monroe,East Stroudsburg Area SD,23
220484462,Notre Dame of Beth School,Lehigh,Bethlehem Area SD,7.4
213364902,Oak Grove Amish School,Lancaster,Conestoga Valley SD,0
210180001,Oak Grove Amish School,Clinton,Keystone Central SD,0
206334004,Oak Grove Parochial School,Indiana,Punxsutawney Area SD,0
215213453,Oak Grove Parochial School,Cumberland,Shippensburg Area SD,0
208566505,Oak Grove School,Somerset,Meyersdale Area SD,0
214064752,Oak Haven School,Berks,Fleetwood Area SD,0
213360021,Oak Lane Mennonite School,Lancaster,Manheim Central SD,0
213360027,Oak Ridge Amish School,Lancaster,Solanco SD,0
213364932,Oak Shade School,Lancaster,Solanco SD,0
202024495,Oakland Catholic High School,Allegheny,Pittsburgh SD,10.1
215213503,Oakwood Baptist Day School,Cumberland,Cumberland Valley SD,0
205204704,Oilcreek School,Crawford,Corry Area SD,0
213360034,Old Line Amish School,Lancaster,Manheim Central SD,2.9
224150014,Old Paths Baptist Academy,Chester,Octorara Area SD,0
212674753,Old Paths Christian Academy,York,Spring Grove Area SD,0
226519782,Old York Rd Temple - Beth Am Sch of Early Learning,Montgomery,Abington SD,10
226510081,Olney Christian School,Philadelphia,Philadelphia City SD,91.7
300235400,Open Connections Inc,Delaware,Radnor Township SD,0
223465052,Open Door Christian Academy,Montgomery,Upper Dublin SD,15.8
201305005,Open Door Christian School,Greene,Central Greene SD,0
314060009,Opportunities,Berks,Daniel Boone Area SD,44
204434054,Orchard Hill School,Mercer,Mercer Area SD,0
228034254,Orchard Hills Chrst Academy,Armstrong,Apollo-Ridge SD,0
205200005,Orchard Lane School,Crawford,Conneaut SD,0
211440001,Orchard Side School,Mifflin,Mifflin County SD,0
210185503,Ore Bank School,Clinton,Keystone Central SD,0
204435417,Osborn School,Mercer,Commodore Perry SD,0
212285003,Otterbein School,Franklin,Chambersburg Area SD,0
300145800,Our Childrens Center,Centre,State College Area SD,12.5
224155052,Our Lady Assumption School,Chester,Tredyffrin-Easttown SD,0
203020605,Our Lady Most Blessed Sacramnt,Allegheny,Highlands SD,23.1
225235402,Our Lady of Angels Regional Catholic School,Delaware,Ridley SD,15.7
226514852,Our Lady of Calvary School,Philadelphia,Philadelphia City SD,11.3
226514875,Our Lady of Confidence Day School - Sec,Philadelphia,Philadelphia City SD,0
226514602,Our Lady of Confidence Sch Ele,Montgomery,Upper Moreland Township SD,71.4
227045005,Our Lady of Fatima School,Beaver,Hopewell Area SD,45
222095002,Our Lady of Good Counsel,Bucks,Centennial SD,1.6
203024545,Our Lady of Grace School,Allegheny,Chartiers Valley SD,31.8
222095302,Our Lady of Grace School,Bucks,Neshaminy SD,2.1
226511502,Our Lady of Hope Regional Catholic School,Philadelphia,Philadelphia City SD,36.9
216496003,Our Lady of Lourdes Regional School,Northumberland,Shamokin Area SD,22.7
223467352,Our Lady of Mercy Regional Catholic School,Montgomery,Upper Dublin SD,9.3
222095402,Our Lady of Mount Carmel,Bucks,Central Bucks SD,0
219355501,Our Lady of Peace School,Lackawanna,Abington Heights SD,1.5
205255254,Our Lady of Peace School,Erie,Millcreek Township SD,27.2
220485202,Our Lady of Perpetual Help,Northampton,Bethlehem Area SD,6.3
226514552,Our Lady of Port Richmond School,Philadelphia,Philadelphia City SD,34.8
213367602,Our Lady of the Angels School,Lancaster,Columbia Borough SD,32
210145003,Our Lady of Victory School,Centre,State College Area SD,11
203024605,Our Lady Sacred Heart HS,Allegheny,Moon Area SD,41.9
226515302,Our Mother Consolation,Philadelphia,Philadelphia City SD,4.9
226515352,Our Mother of Sorrow School,Philadelphia,Philadelphia City SD,64.6
213365002,Our Mother Perpetual Help,Lancaster,Ephrata Area SD,18.1
300656550,Outside in School Inc,Westmoreland,Ligonier Valley SD,100
300516560,Overbrook Presby Church Preschool & Kindergarten,Philadelphia,Philadelphia City SD,0
300516590,Overbrook School for Blind,Philadelphia,Philadelphia City SD,25.2
229544802,Overcomers Christian Academy,Schuylkill,Tamaqua Area SD,0
213387682,Owl Creek School,Lebanon,Eastern Lebanon County SD,0
